Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice
818,1-STORY 1946 & NEWER ALL STYLES,Residential Low Density,,13265,Paved,,Slightly Irregular,Near Flat/Level,All Public Utilities,Cul-de-sac,Gentle Slope,Mitchell,Normal,Normal,Single-Family Detached,One Story,Very Good,Average,2002,2002,Hip,Standard Shingle,Cement Board,,Brick Face,148.0,Good,Average/Typical,Poured Concrete,Good (90-99 inches),Typical,No Exposure,Good Living Quarters,1218,Unfinished,0,350,1568,Gas Forced Warm Air Furnace,Excellent,Yes,Standard Circuit Breakers & Romex,1689,0,0,1689,1,0,2,0,3,1,Good,7,Typical Functionality,2,Good - Masonry Fireplace,Attached,2002.0,Rough Finished,3,857,Typical/Average,Typical/Average,Paved,150,59,0,0,0,0,,,,0,7,2008,Warranty Deed - Conventional,Normal Sale,271000
819,SPLIT OR MULTI-LEVEL,Residential Low Density,80.0,8816,Paved,,Regular,Near Flat/Level,All Public Utilities,Inside Lot,Gentle Slope,Clear Creek,Normal,Normal,Single-Family Detached,Split Level,Above Average,Good,1971,1971,Gable,Standard Shingle,Hard Board,Hard Board,Brick Face,80.0,Average/Typical,Average/Typical,Cinder Block,Typical (80-89 inches),Typical,Average Exposure,Good Living Quarters,504,Unfinished,0,506,1010,Gas Forced Warm Air Furnace,Good,Yes,Standard Circuit Breakers & Romex,1052,0,0,1052,1,0,1,0,3,1,Typical/Average,6,Typical Functionality,0,,Attached,1971.0,Unfinished,2,440,Typical/Average,Typical/Average,Paved,0,0,0,0,0,0,,Minimum Privacy,,0,6,2010,Warranty Deed - Conventional,Normal Sale,155000
820,1-STORY PUD (Planned Unit Development) - 1946 & NEWER,Residential Low Density,44.0,6371,Paved,,Slightly Irregular,Near Flat/Level,All Public Utilities,Inside Lot,Gentle Slope,Northridge Heights,Normal,Normal,Townhouse End Unit,One Story,Good,Average,2009,2010,Gable,Standard Shingle,Vinyl Siding,Vinyl Siding,Stone,128.0,Good,Average/Typical,Poured Concrete,Good (90-99 inches),Typical,Minimum Exposure,Good Living Quarters,733,Unfinished,0,625,1358,Gas Forced Warm Air Furnace,Excellent,Yes,Standard Circuit Breakers & Romex,1358,0,0,1358,1,0,2,0,2,1,Good,6,Typical Functionality,1,Good - Masonry Fireplace,Attached,2010.0,Rough Finished,2,484,Typical/Average,Typical/Average,Paved,192,35,0,0,0,0,,,,0,6,2010,Newly Constructed,Incomplete Construction,224000
821,2-STORY 1946 & NEWER,Residential Low Density,72.0,7226,Paved,,Slightly Irregular,Near Flat/Level,All Public Utilities,Cul-de-sac,Gentle Slope,College Creek,Normal,Normal,Single-Family Detached,Two Story,Good,Average,2003,2003,Gable,Standard Shingle,Vinyl Siding,Vinyl Siding,,0.0,Good,Average/Typical,Poured Concrete,Good (90-99 inches),Typical,No Exposure,Unfinished,0,Unfinished,0,798,798,Gas Forced Warm Air Furnace,Excellent,Yes,Standard Circuit Breakers & Romex,798,842,0,1640,0,0,2,1,3,1,Good,6,Typical Functionality,0,,Attached,2003.0,Rough Finished,2,595,Typical/Average,Typical/Average,Paved,0,45,0,0,0,0,,,,0,6,2008,Warranty Deed - Conventional,Normal Sale,183000
822,1-STORY 1946 & NEWER ALL STYLES,Residential Medium Density,60.0,6000,Paved,Paved,Regular,Banked,All Public Utilities,Inside Lot,Moderate Slope,Old Town,Normal,Normal,,One Story,Below Average,Below Average,1953,1953,Gable,Standard Shingle,Metal Siding,Metal Siding,,0.0,Fair,Average/Typical,Cinder Block,Fair (70-79 inches),Typical,No Exposure,Unfinished,0,Unfinished,0,936,936,Gas Forced Warm Air Furnace,Average/Typical,No,Standard Circuit Breakers & Romex,936,0,0,936,0,0,1,0,2,1,Typical/Average,4,Minor Deductions 2,0,,Detached,1974.0,Unfinished,2,576,Typical/Average,Typical/Average,Paved,0,32,112,0,0,0,,,,0,2,2009,Warranty Deed - Conventional,Normal Sale,93000
823,2-STORY 1946 & NEWER,Residential Low Density,,12394,Paved,,Slightly Irregular,Near Flat/Level,All Public Utilities,Corner Lot,Gentle Slope,Gilbert,Normal,Normal,Single-Family Detached,Two Story,Good,Average,2003,2003,Gable,Standard Shingle,Vinyl Siding,Vinyl Siding,,0.0,Good,Average/Typical,Poured Concrete,Good (90-99 inches),Typical,Good Exposure,Unfinished,0,Unfinished,0,847,847,Gas Forced Warm Air Furnace,Excellent,Yes,Standard Circuit Breakers & Romex,847,886,0,1733,0,0,2,1,3,1,Good,7,Typical Functionality,1,Good - Masonry Fireplace,Built-In Garage,2003.0,Finished,2,433,Typical/Average,Typical/Average,Paved,100,48,0,0,0,0,,,,0,10,2007,Warranty Deed - Conventional,Family Sale,225000
824,1-1/2 STORY FINISHED ALL AGES,Residential Low Density,60.0,9900,Paved,,Regular,Near Flat/Level,All Public Utilities,Inside Lot,Gentle Slope,South & West of ISU,Normal,Normal,Single-Family Detached,One and One-Half Story (Finished),Above Average,Good,1940,1950,Gable,Standard Shingle,Vinyl Siding,Vinyl Siding,,0.0,Average/Typical,Average/Typical,Brick & Tile,Typical (80-89 inches),Typical,No Exposure,Unfinished,0,Unfinished,0,778,778,Gas Forced Warm Air Furnace,Average/Typical,Yes,Standard Circuit Breakers & Romex,944,545,0,1489,0,0,2,0,3,1,Typical/Average,7,Typical Functionality,1,Good - Masonry Fireplace,Detached,1940.0,Unfinished,1,240,Typical/Average,Typical/Average,Paved,335,0,0,0,0,0,,Good Wood,,0,7,2009,Warranty Deed - Conventional,Normal Sale,139500
825,1-STORY 1946 & NEWER ALL STYLES,Floating Village Residential,81.0,11216,Paved,,Regular,Near Flat/Level,All Public Utilities,Inside Lot,Gentle Slope,Somerset,Normal,Normal,Single-Family Detached,One Story,Very Good,Average,2006,2006,Gable,Standard Shingle,Vinyl Siding,Vinyl Siding,,0.0,Good,Average/Typical,Poured Concrete,Good (90-99 inches),Good,No Exposure,Unfinished,0,Unfinished,0,1489,1489,Gas Forced Warm Air Furnace,Excellent,Yes,Standard Circuit Breakers & Romex,1489,0,0,1489,0,0,2,0,3,1,Good,7,Typical Functionality,1,Good - Masonry Fireplace,Attached,2006.0,Rough Finished,2,776,Typical/Average,Typical/Average,Paved,0,140,0,0,0,0,,,,0,6,2006,Newly Constructed,Incomplete Construction,232600
826,1-STORY 1946 & NEWER ALL STYLES,Residential Low Density,114.0,14803,Paved,,Regular,Near Flat/Level,All Public Utilities,Inside Lot,Gentle Slope,Northridge Heights,Near Positive Off-Site Feature,Near Positive Off-Site Feature,Single-Family Detached,One Story,Very Excellent,Average,2007,2008,Hip,Standard Shingle,Cement Board,,Brick Face,816.0,Excellent,Average/Typical,Poured Concrete,Excellent (100+ inches),Typical,Average Exposure,Good Living Quarters,1636,Unfinished,0,442,2078,Gas Forced Warm Air Furnace,Excellent,Yes,Standard Circuit Breakers & Romex,2084,0,0,2084,1,0,2,0,2,1,Excellent,7,Typical Functionality,1,Good - Masonry Fireplace,Attached,2007.0,Finished,3,1220,Typical/Average,Typical/Average,Paved,188,45,0,0,0,0,,,,0,6,2008,Newly Constructed,Incomplete Construction,385000
827,1-1/2 STORY - UNFINISHED ALL AGES,Residential Medium Density,50.0,6130,Paved,,Regular,Near Flat/Level,All Public Utilities,Inside Lot,Gentle Slope,Brookside,Normal,Normal,Single-Family Detached,One and One-Half Story (Unfinished),Average,Above Average,1924,1950,Gable,Standard Shingle,Metal Siding,Metal Siding,,0.0,Average/Typical,Average/Typical,Brick & Tile,Typical (80-89 inches),Typical,No Exposure,Average Living Quarters,784,Unfinished,0,0,784,Gas Forced Warm Air Furnace,Good,Yes,Standard Circuit Breakers & Romex,784,0,0,784,1,0,1,0,2,1,Good,5,Typical Functionality,0,,,,,0,0,,,Paved,0,0,116,0,0,0,,,,0,5,2008,Warranty Deed - Conventional,Normal Sale,109500
828,1-STORY 1946 & NEWER ALL STYLES,Residential Low Density,65.0,8529,Paved,,Slightly Irregular,Near Flat/Level,All Public Utilities,Inside Lot,Gentle Slope,Sawyer West,Normal,Normal,Single-Family Detached,One Story,Good,Average,2001,2001,Gable,Standard Shingle,Vinyl Siding,Vinyl Siding,,0.0,Good,Average/Typical,Poured Concrete,Good (90-99 inches),Typical,No Exposure,Good Living Quarters,20,Unfinished,0,1434,1454,Gas Forced Warm Air Furnace,Excellent,Yes,Standard Circuit Breakers & Romex,1434,0,0,1434,0,0,2,0,3,1,Good,6,Typical Functionality,1,Average - Prefabricated Fireplace,Attached,2001.0,Rough Finished,2,527,Typical/Average,Typical/Average,Paved,290,39,0,0,0,0,,,,0,4,2009,Warranty Deed - Conventional,Normal Sale,189000
829,2-STORY 1946 & NEWER,Residential Low Density,,28698,Paved,,Moderately Irregular,Depression,All Public Utilities,Cul-de-sac,Severe Slope,Clear Creek,Normal,Normal,Single-Family Detached,Two Story,Average,Average,1967,1967,Flat,Gravel & Tar,Plywood,Plywood,,0.0,Average/Typical,Average/Typical,Poured Concrete,Typical (80-89 inches),Good,Good Exposure,Low Quality,249,Average Living Quarters,764,0,1013,Gas Forced Warm Air Furnace,Average/Typical,Yes,Standard Circuit Breakers & Romex,1160,966,0,2126,0,1,2,1,3,1,Typical/Average,7,Minor Deductions 2,0,,Attached,1967.0,Finished,2,538,Typical/Average,Typical/Average,Paved,486,0,0,0,225,0,,,,0,6,2009,Warranty Deed - Conventional,Abnormal Sale,185000
830,2-STORY PUD - 1946 & NEWER,Floating Village Residential,24.0,2544,Paved,Paved,Regular,Near Flat/Level,All Public Utilities,Inside Lot,Gentle Slope,Somerset,Normal,Normal,,Two Story,Good,Average,2005,2005,Gable,Standard Shingle,Metal Siding,Metal Siding,,0.0,Good,Average/Typical,Poured Concrete,Good (90-99 inches),Typical,No Exposure,Unfinished,0,Unfinished,0,600,600,Gas Forced Warm Air Furnace,Excellent,Yes,Standard Circuit Breakers & Romex,520,623,80,1223,0,0,2,1,2,1,Good,4,Typical Functionality,0,,Detached,2005.0,Rough Finished,2,480,Typical/Average,Typical/Average,Paved,0,166,0,0,0,0,,,,0,7,2006,Warranty Deed - Conventional,Normal Sale,147400
831,1-STORY 1946 & NEWER ALL STYLES,Residential Low Density,80.0,11900,Paved,,Slightly Irregular,Near Flat/Level,All Public Utilities,Corner Lot,Gentle Slope,,Normal,Normal,Single-Family Detached,One Story,Above Average,Average,1957,1957,Gable,Standard Shingle,Hard Board,Hard Board,Brick Face,387.0,Average/Typical,Average/Typical,Cinder Block,Typical (80-89 inches),Typical,No Exposure,Average Rec Room,1040,Unfinished,0,352,1392,Gas Forced Warm Air Furnace,Average/Typical,Yes,Fuse Box over 60 AMP,1392,0,0,1392,1,0,1,1,3,1,Typical/Average,6,Typical Functionality,2,Good - Masonry Fireplace,Attached,1957.0,Rough Finished,2,458,Typical/Average,Typical/Average,Paved,0,0,0,0,192,0,,,,0,6,2008,Warranty Deed - Conventional,Normal Sale,166000
832,2-STORY PUD - 1946 & NEWER,Floating Village Residential,30.0,3180,Paved,Paved,Regular,Near Flat/Level,All Public Utilities,Inside Lot,Gentle Slope,Somerset,Normal,Normal,Townhouse End Unit,Two Story,Good,Average,2005,2005,Gable,Standard Shingle,Metal Siding,Metal Siding,,0.0,Average/Typical,Average/Typical,Poured Concrete,Good (90-99 inches),Typical,No Exposure,Unfinished,0,Unfinished,0,600,600,Gas Forced Warm Air Furnace,Excellent,Yes,Standard Circuit Breakers & Romex,520,600,80,1200,0,0,2,1,2,1,Good,4,Typical Functionality,0,,Detached,2005.0,Rough Finished,2,480,Typical/Average,Typical/Average,Paved,0,166,0,0,0,0,,,,0,6,2006,Warranty Deed - Conventional,Normal Sale,151000
833,2-STORY 1946 & NEWER,Residential Low Density,44.0,9548,Paved,,Slightly Irregular,Near Flat/Level,All Public Utilities,Cul-de-sac,Gentle Slope,College Creek,Normal,Normal,Single-Family Detached,Two Story,Good,Above Average,2003,2003,Gable,Standard Shingle,Vinyl Siding,Vinyl Siding,Brick Face,223.0,Good,Average/Typical,Poured Concrete,Good (90-99 inches),Typical,No Exposure,Good Living Quarters,483,Unfinished,0,458,941,Gas Forced Warm Air Furnace,Excellent,Yes,Standard Circuit Breakers & Romex,941,888,0,1829,1,0,2,1,3,1,Good,7,Typical Functionality,1,Average - Prefabricated Fireplace,Attached,2003.0,Rough Finished,2,613,Typical/Average,Typical/Average,Paved,192,39,0,0,0,0,,,,0,1,2010,Warranty Deed - Conventional,Normal Sale,237000
834,1-STORY 1946 & NEWER ALL STYLES,Residential Low Density,100.0,10004,Paved,,Regular,Near Flat/Level,All Public Utilities,Inside Lot,Gentle Slope,,Normal,Normal,Single-Family Detached,One Story,Above Average,Above Average,1964,1964,Gable,Standard Shingle,Hard Board,Plywood,Brick Face,180.0,Average/Typical,Average/Typical,Cinder Block,Typical (80-89 inches),Typical,No Exposure,Average Rec Room,196,Below Average Living Quarters,345,975,1516,Gas Forced Warm Air Furnace,Average/Typical,Yes,Standard Circuit Breakers & Romex,1516,0,0,1516,0,0,1,1,3,1,Typical/Average,6,Typical Functionality,0,,Attached,1964.0,Rough Finished,2,472,Typical/Average,Typical/Average,Paved,0,0,0,0,152,0,,,,0,2,2009,Warranty Deed - Conventional,Normal Sale,167000
835,1-STORY 1946 & NEWER ALL STYLES,Residential Low Density,75.0,7875,Paved,,Regular,Near Flat/Level,All Public Utilities,Inside Lot,Gentle Slope,,Normal,Normal,Single-Family Detached,One Story,Average,Above Average,1961,1961,Gable,Standard Shingle,Vinyl Siding,Vinyl Siding,Brick Face,136.0,Average/Typical,Average/Typical,Cinder Block,Typical (80-89 inches),Typical,No Exposure,Average Rec Room,572,Unfinished,0,572,1144,Gas Forced Warm Air Furnace,Good,Yes,Standard Circuit Breakers & Romex,1144,0,0,1144,1,0,1,0,3,1,Typical/Average,6,Typical Functionality,0,,Attached,1961.0,Unfinished,2,456,Typical/Average,Typical/Average,Paved,0,0,0,0,0,0,,Good Wood,,0,9,2008,Warranty Deed - Conventional,Normal Sale,139950
836,1-STORY 1946 & NEWER ALL STYLES,Residential Low Density,60.0,9600,Paved,,Regular,Near Flat/Level,All Public Utilities,Inside Lot,Gentle Slope,Sawyer,Normal,Normal,Single-Family Detached,One Story,Below Average,Good,1950,1995,Gable,Standard Shingle,Vinyl Siding,Hard Board,,0.0,Average/Typical,Average/Typical,Cinder Block,Good (90-99 inches),Typical,No Exposure,Below Average Living Quarters,442,Unfinished,0,625,1067,Gas Forced Warm Air Furnace,Average/Typical,Yes,Standard Circuit Breakers & Romex,1067,0,0,1067,0,0,2,0,2,1,Good,4,Minor Deductions 2,0,,Attached,1996.0,Unfinished,2,436,Typical/Average,Typical/Average,Paved,290,0,0,0,0,0,,,,0,2,2010,Warranty Deed - Conventional,Normal Sale,128000
837,1-STORY 1945 & OLDER,Residential Medium Density,90.0,8100,Paved,Paved,Regular,Near Flat/Level,All Public Utilities,Inside Lot,Gentle Slope,Old Town,Normal,Normal,Single-Family Detached,One Story,Average,Above Average,1948,1973,Gable,Standard Shingle,Vinyl Siding,Vinyl Siding,,0.0,Average/Typical,Average/Typical,Brick & Tile,Typical (80-89 inches),Typical,No Exposure,Average Rec Room,338,Unfinished,0,1221,1559,Gas Forced Warm Air Furnace,Good,Yes,Standard Circuit Breakers & Romex,1559,0,0,1559,1,0,1,0,2,1,Typical/Average,5,Minor Deductions 2,0,,Detached,1948.0,Unfinished,2,812,Typical/Average,Typical/Average,Paved,0,116,230,0,0,0,,Good Wood,,0,6,2007,Court Officer Deed/Estate,Normal Sale,153500
838,2-STORY PUD - 1946 & NEWER,Residential Medium Density,21.0,1680,Paved,,Regular,Near Flat/Level,All Public Utilities,Inside Lot,Gentle Slope,Briardale,Normal,Normal,,Two Story,Above Average,Average,1973,1973,Gable,Standard Shingle,Hard Board,Hard Board,Brick Face,158.0,Average/Typical,Average/Typical,Cinder Block,Typical (80-89 inches),Typical,No Exposure,Below Average Living Quarters,330,Unfinished,0,153,483,Gas Forced Warm Air Furnace,Average/Typical,Yes,Standard Circuit Breakers & Romex,483,504,0,987,1,0,1,1,2,1,Typical/Average,5,Typical Functionality,0,,Detached,1973.0,Unfinished,1,264,Typical/Average,Typical/Average,Paved,0,0,0,0,0,0,,,,0,11,2008,Warranty Deed - Conventional,Normal Sale,100000
839,1-STORY 1946 & NEWER ALL STYLES,Residential Low Density,75.0,9525,Paved,,Regular,Near Flat/Level,All Public Utilities,Inside Lot,Gentle Slope,College Creek,Normal,Normal,Single-Family Detached,One Story,Average,Above Average,1995,2006,Gable,Standard Shingle,Vinyl Siding,Vinyl Siding,,0.0,Average/Typical,Average/Typical,Poured Concrete,Good (90-99 inches),Typical,No Exposure,Unfinished,0,Unfinished,0,1099,1099,Gas Forced Warm Air Furnace,Excellent,Yes,Standard Circuit Breakers & Romex,1099,0,0,1099,0,0,1,1,3,1,Good,6,Typical Functionality,0,,Attached,1999.0,Unfinished,1,352,Typical/Average,Typical/Average,Paved,278,0,0,0,0,0,,,,0,6,2008,Warranty Deed - Conventional,Normal Sale,144000
840,1-1/2 STORY FINISHED ALL AGES,Residential Low Density,70.0,11767,Paved,,Regular,Near Flat/Level,All Public Utilities,Inside Lot,Gentle Slope,Edwards,Normal,Normal,Single-Family Detached,One and One-Half Story (Finished),Average,Above Average,1946,1995,Gable,Standard Shingle,Metal Siding,Metal Siding,,0.0,Average/Typical,Average/Typical,Cinder Block,Typical (80-89 inches),Typical,No Exposure,Below Average Living Quarters,352,Unfinished,0,416,768,Gas Forced Warm Air Furnace,Excellent,Yes,Standard Circuit Breakers & Romex,768,432,0,1200,0,0,1,0,3,1,Typical/Average,6,Typical Functionality,0,,Detached,1946.0,Unfinished,1,240,Typical/Average,Typical/Average,Paved,0,0,0,0,0,0,,,,0,5,2008,Warranty Deed - Conventional,Normal Sale,130500
841,2-STORY 1945 & OLDER,Residential High Density,,12155,Paved,,Slightly Irregular,Near Flat/Level,All Public Utilities,Inside Lot,Gentle Slope,South & West of ISU,Normal,Normal,Single-Family Detached,Two Story,Above Average,Very Good,1925,1950,Gable,Standard Shingle,Wood Siding,Wood Siding,,0.0,Average/Typical,Average/Typical,Brick & Tile,Typical (80-89 inches),Typical,No Exposure,Below Average Living Quarters,156,Unfinished,0,516,672,Gas Forced Warm Air Furnace,Average/Typical,No,Standard Circuit Breakers & Romex,810,672,0,1482,0,0,2,0,4,1,Fair,7,Typical Functionality,0,,Detached,1934.0,Unfinished,1,400,Typical/Average,Typical/Average,Partial Pavement,0,0,254,0,0,0,,,,0,3,2008,Warranty Deed - Conventional,Normal Sale,140000
842,2-STORY 1945 & OLDER,Residential Medium Density,60.0,10440,Paved,Gravel,Regular,Near Flat/Level,All Public Utilities,Inside Lot,Gentle Slope,Old Town,Normal,Normal,Single-Family Detached,Two Story,Average,Very Good,1904,2002,Gable,Standard Shingle,Metal Siding,Metal Siding,,0.0,Average/Typical,Average/Typical,Poured Concrete,Typical (80-89 inches),Typical,No Exposure,Unfinished,0,Unfinished,0,650,650,Gas Forced Warm Air Furnace,Good,Yes,Standard Circuit Breakers & Romex,958,581,0,1539,0,0,2,0,3,1,Good,8,Typical Functionality,1,Poor - Ben Franklin Stove,Detached,1983.0,Unfinished,2,686,Good,Typical/Average,Partial Pavement,70,78,68,0,0,0,,,,0,6,2008,Warranty Deed - Conventional,Normal Sale,157500
843,SPLIT OR MULTI-LEVEL,Residential Low Density,82.0,9020,Paved,,Regular,Near Flat/Level,All Public Utilities,Inside Lot,Gentle Slope,,Normal,Normal,Single-Family Detached,Split Level,Above Average,Good,1966,1966,Gable,Standard Shingle,Hard Board,Hard Board,Brick Face,183.0,Average/Typical,Average/Typical,Cinder Block,Typical (80-89 inches),Typical,Good Exposure,Average Rec Room,312,Average Living Quarters,539,276,1127,Gas Forced Warm Air Furnace,Average/Typical,Yes,Standard Circuit Breakers & Romex,1165,0,0,1165,1,0,1,1,3,1,Typical/Average,6,Typical Functionality,0,,Attached,1966.0,Rough Finished,2,490,Good,Good,Paved,0,129,0,0,0,0,,Good Privacy,,0,5,2008,Warranty Deed - Conventional,Normal Sale,174900
844,DUPLEX - ALL STYLES AND AGES,Residential Low Density,80.0,8000,Paved,,Regular,Near Flat/Level,All Public Utilities,Corner Lot,Gentle Slope,,Adjacent to Arterial Street,Normal,,One Story,Average,Below Average,1961,1961,Gable,Standard Shingle,Brick Face,Brick Face,,0.0,Average/Typical,Average/Typical,Cinder Block,Typical (80-89 inches),Typical,No Exposure,Unfinished,0,Unfinished,0,1800,1800,Gas Forced Warm Air Furnace,Excellent,No,Standard Circuit Breakers & Romex,1800,0,0,1800,0,0,2,0,6,2,Typical/Average,10,Typical Functionality,0,,,,,0,0,,,Paved,0,0,0,0,0,0,,,,0,7,2007,Warranty Deed - Conventional,Normal Sale,141000
845,1-1/2 STORY FINISHED ALL AGES,Residential Medium Density,100.0,12665,Paved,Gravel,Slightly Irregular,Near Flat/Level,All Public Utilities,Inside Lot,Gentle Slope,Old Town,Adjacent to Arterial Street,Normal,Single-Family Detached,One and One-Half Story (Finished),Average,Very Good,1915,1950,Gable,Standard Shingle,Wood Siding,Wood Siding,,0.0,Average/Typical,Average/Typical,Brick & Tile,Typical (80-89 inches),Typical,Minimum Exposure,Unfinished,0,Unfinished,0,876,876,Gas Forced Warm Air Furnace,Good,Yes,Standard Circuit Breakers & Romex,876,540,0,1416,0,0,1,1,4,1,Typical/Average,7,Typical Functionality,1,Good - Masonry Fireplace,Detached,1949.0,Unfinished,3,720,Typical/Average,Typical/Average,Paved,418,0,194,0,0,0,,,,0,6,2008,Warranty Deed - Conventional,Normal Sale,153900
846,SPLIT FOYER,Residential Low Density,,16647,Paved,,Slightly Irregular,Near Flat/Level,All Public Utilities,Cul-de-sac,Gentle Slope,Sawyer,Adjacent to E-W Railroad,Normal,Single-Family Detached,Split Foyer,Average,Average,1975,1981,Gable,Standard Shingle,Hard Board,Hard Board,,0.0,Average/Typical,Average/Typical,Cinder Block,Good (90-99 inches),Typical,Good Exposure,Average Living Quarters,1390,Unfinished,0,0,1390,Gas Forced Warm Air Furnace,Average/Typical,Yes,Standard Circuit Breakers & Romex,1701,0,0,1701,1,0,2,0,3,1,Typical/Average,6,Minor Deductions 2,2,Average - Prefabricated Fireplace,Basement Garage,1975.0,Finished,2,611,Typical/Average,Typical/Average,Paved,0,0,0,0,0,0,,,,0,1,2007,Warranty Deed - Conventional,Normal Sale,171000
